season,draft_id,draft_name,draft_type,status,num_teams,round,pick_no,overall_slot,nomination,auction_price,player_id,first_name,last_name,position,team,picked_by_user_id,picked_by_display,picked_by_team_name,roster_id,is_keeper
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,8,94,4,,23,8230,Ty,Chandler,RB,MIN,459476133621002240,EddiePuodz,Stroud Boys,4,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,8,95,2,,1,4993,Mike,Gesicki,TE,CIN,807825671157059584,LouRusso20,JayTopMikeBottom,11,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,8,96,6,,7,11655,Tyrone,Tracy,RB,NYG,475765880177815552,RealMikeBradley,West Coast Customs,1,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,9,97,1,,28,11647,Kimani,Vidal,RB,LAC,792870863715274752,jpbreaks,JPBreaks,7,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,9,98,5,,12,11577,Will,Shipley,RB,PHI,807822209459556352,SavageSpeeders,SavageSpeeders ,10,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,9,99,3,,14,4082,Curtis,Samuel,WR,BUF,736862679649652736,loud1990,Keenan and Kelce,2,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,9,100,7,,11,11645,Javon,Baker,WR,NE,790083700929957888,bpush20,PushMAndrews,5,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,9,101,8,,16,11439,Jaleel,McLaughlin,RB,DEN,598940115322064896,BroParty,SCLSU Mud Dogs,3,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,9,102,10,,1,8131,Isaiah,Likely,TE,BAL,807009871076671488,nistico60,Slave Bakery,9,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,9,103,12,,1,11600,Ja'Tavion,Sanders,TE,CAR,459133349898743808,koloj,Chalupa Batman,12,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,9,104,2,,1,1166,Kirk,Cousins,QB,ATL,807825671157059584,LouRusso20,JayTopMikeBottom,11,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,9,105,3,,1,10223,Eric,Gray,RB,NYG,736862679649652736,loud1990,Keenan and Kelce,2,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,9,106,4,,11,6945,Antonio,Gibson,RB,NE,459476133621002240,EddiePuodz,Stroud Boys,4,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,9,107,5,,1,7090,Darnell,Mooney,WR,ATL,807822209459556352,SavageSpeeders,SavageSpeeders ,10,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,9,108,6,,23,9501,DeMario,Douglas,WR,NE,475765880177815552,RealMikeBradley,West Coast Customs,1,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,10,109,5,,2,10235,Roschon,Johnson,RB,CHI,807822209459556352,SavageSpeeders,SavageSpeeders ,10,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,10,110,12,,1,11559,Michael,Penix,QB,ATL,459133349898743808,koloj,Chalupa Batman,12,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,10,111,2,,18,3214,Hunter,Henry,TE,NE,807825671157059584,LouRusso20,JayTopMikeBottom,11,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,10,112,3,,1,11629,Devontez,Walker,WR,BAL,736862679649652736,loud1990,Keenan and Kelce,2,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,10,113,10,,1,8129,Dameon,Pierce,RB,HOU,807009871076671488,nistico60,Slave Bakery,9,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,10,114,12,,1,11579,Audric,Estime,RB,DEN,459133349898743808,koloj,Chalupa Batman,12,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,10,115,10,,1,11621,Brenden,Rice,WR,LAC,807009871076671488,nistico60,Slave Bakery,9,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,10,116,12,,1,2197,Brandin,Cooks,WR,DAL,459133349898743808,koloj,Chalupa Batman,12,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,10,117,10,,1,1689,Adam,Thielen,WR,CAR,807009871076671488,nistico60,Slave Bakery,9,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,10,118,12,,1,7608,Khalil,Herbert,RB,CHI,459133349898743808,koloj,Chalupa Batman,12,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,10,119,10,,1,9999,Will,Levis,QB,TEN,807009871076671488,nistico60,Slave Bakery,9,
2024,1048776197225738241,Dine Nasty Football 2K24,auction,complete,12,10,120,12,,1,8126,Wan'Dale,Robinson,WR,NYG,459133349898743808,koloj,Chalupa Batman,12,
