season,draft_id,draft_name,draft_type,status,num_teams,round,pick_no,overall_slot,nomination,auction_price,player_id,first_name,last_name,position,team,picked_by_user_id,picked_by_display,picked_by_team_name,roster_id,is_keeper
2022,780973720935538688,Dine Nasty Football 2K22,auction,complete,12,1,1,1,,1,4881,Lamar,Jackson,QB,BAL,792870863715274752,jpbreaks,JPBreaks,7,False
2022,780973720935538688,Dine Nasty Football 2K22,auction,complete,12,1,2,1,,1,6820,Clyde,Edwards-Helaire,RB,KC,792870863715274752,jpbreaks,JPBreaks,7,False
2022,780973720935538688,Dine Nasty Football 2K22,auction,complete,12,1,3,1,,1,5846,DK,Metcalf,WR,SEA,792870863715274752,jpbreaks,JPBreaks,7,False
2022,780973720935538688,Dine Nasty Football 2K22,auction,complete,12,1,4,1,,1,4988,Nick,Chubb,RB,CLE,792870863715274752,jpbreaks,JPBreaks,7,False
2022,780973720935538688,Dine Nasty Football 2K22,auction,complete,12,1,5,1,,1,4037,Chris,Godwin,WR,TB,792870863715274752,jpbreaks,JPBreaks,7,False
2022,780973720935538688,Dine Nasty Football 2K22,auction,complete,12,1,6,1,,1,3423,Robby,Anderson,WR,CAR,792870863715274752,jpbreaks,JPBreaks,7,False
2022,780973720935538688,Dine Nasty Football 2K22,auction,complete,12,1,7,2,,1,5849,Kyler,Murray,QB,ARI,807822209459556352,SavageSpeeders,SavageSpeeders ,10,False
2022,780973720935538688,Dine Nasty Football 2K22,auction,complete,12,1,8,2,,1,5892,David,Montgomery,RB,CHI,807822209459556352,SavageSpeeders,SavageSpeeders ,10,False
2022,780973720935538688,Dine Nasty Football 2K22,auction,complete,12,1,9,2,,1,3198,Derrick,Henry,RB,TEN,807822209459556352,SavageSpeeders,SavageSpeeders ,10,False
2022,780973720935538688,Dine Nasty Football 2K22,auction,complete,12,1,10,2,,1,6783,Jerry,Jeudy,WR,DEN,807822209459556352,SavageSpeeders,SavageSpeeders ,10,False
2022,780973720935538688,Dine Nasty Football 2K22,auction,complete,12,1,11,3,,1,3164,Ezekiel,Elliott,RB,DAL,800266574987628544,Sandorasboxx,The Bleznicks,8,False
2022,780973720935538688,Dine Nasty Football 2K22,auction,complete,12,1,12,3,,1,7553,Kyle,Pitts,TE,ATL,800266574987628544,Sandorasboxx,The Bleznicks,8,False
