season,draft_id,draft_name,draft_type,status,num_teams,round,pick_no,overall_slot,nomination,auction_price,player_id,first_name,last_name,position,team,picked_by_user_id,picked_by_display,picked_by_team_name,roster_id,is_keeper
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,1,1,3,,1,111,Marcedes,Lewis,TE,GB,800266574987628544,Sandorasboxx,The Bleznicks,8,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,1,2,3,,1,1262,Alex,Tanney,QB,,800266574987628544,Sandorasboxx,The Bleznicks,8,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,1,3,3,,1,1546,Kenjon,Barner,RB,TB,800266574987628544,Sandorasboxx,The Bleznicks,8,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,1,4,3,,1,1149,Alshon,Jeffery,WR,,800266574987628544,Sandorasboxx,The Bleznicks,8,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,1,5,4,,1,1211,Rhett,Ellison,TE,,807009871076671488,nistico60,Slave Bakery,9,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,1,6,4,,1,1612,Tyler,Bray,QB,,807009871076671488,nistico60,Slave Bakery,9,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,1,7,5,,1,1223,Garrett,Celek,TE,,598940115322064896,BroParty,SCLSU Mud Dogs,3,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,1,8,6,,1,2394,Sean,Mannion,QB,MIN,475765880177815552,RealMikeBradley,Glory...Lasts Forever,1,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,1,9,6,,1,1587,Vance,McDonald,TE,,475765880177815552,RealMikeBradley,Glory...Lasts Forever,1,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,1,10,7,,1,2620,Jake,Heaps,QB,,807825671157059584,LouRusso20,Sharp Bananas,11,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,1,11,7,,1,1693,Zach,Line,RB,,807825671157059584,LouRusso20,Sharp Bananas,11,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,1,12,7,,1,1696,Brandon,Williams,TE,,807825671157059584,LouRusso20,Sharp Bananas,11,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,2,13,8,,1,3170,Paxton,Lynch,QB,,791534307343724544,sandman2207,Raspberry Racers,6,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,2,14,8,,1,5775,Jared,Murphy,WR,,791534307343724544,sandman2207,Raspberry Racers,6,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,2,15,9,,1,8560,Davis,Cheek,QB,,459476133621002240,EddiePuodz,Frank’s Third Reich,4,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,2,16,1,,1,3347,Jake,Rudock,QB,,792870863715274752,jpbreaks,JPBreaks,7,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,2,17,1,,1,6487,Charles,Scarff,TE,,792870863715274752,jpbreaks,JPBreaks,7,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,2,18,1,,1,8624,Changa,Hodge,WR,,792870863715274752,jpbreaks,JPBreaks,7,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,2,19,1,,1,7549,CJ,Marable,RB,,792870863715274752,jpbreaks,JPBreaks,7,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,2,20,9,,1,963,Luke,Stocker,TE,,459476133621002240,EddiePuodz,Frank’s Third Reich,4,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,2,21,10,,1,6822,Jake,Fromm,QB,,807828858731622400,theheffron,The Tater Thots,12,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,2,22,10,,1,8434,Trae,Barry,TE,,807828858731622400,theheffron,The Tater Thots,12,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,2,23,10,,1,8705,Landon,Lenoir,WR,,807828858731622400,theheffron,The Tater Thots,12,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,2,24,11,,1,7158,Riley,Neal,QB,,736862679649652736,loud1990,Keenan and Kelce,2,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,3,25,11,,1,7580,Khalil,McClain,WR,,736862679649652736,loud1990,Keenan and Kelce,2,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,3,26,11,,1,7176,Caleb,Repp,TE,,736862679649652736,loud1990,Keenan and Kelce,2,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,3,27,12,,1,5286,Austin,Allen,QB,,790083700929957888,bpush20,PushMAndrews,5,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,3,28,12,,1,7457,Michael,Dereus,WR,,790083700929957888,bpush20,PushMAndrews,5,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,3,29,12,,1,6982,Cheyenne,O'Grady,TE,,790083700929957888,bpush20,PushMAndrews,5,False
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,3,30,8,,49,6828,AJ,Dillon,RB,GB,791534307343724544,sandman2207,Raspberry Racers,6,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,3,31,7,,15,1535,Cordarrelle,Patterson,RB,ATL,807825671157059584,LouRusso20,Sharp Bananas,11,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,3,32,6,,29,4040,JuJu,Smith-Schuster,WR,KC,475765880177815552,RealMikeBradley,Glory...Lasts Forever,1,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,3,33,9,,19,5001,Dalton,Schultz,TE,DAL,459476133621002240,EddiePuodz,Frank’s Third Reich,4,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,3,34,4,,93,6904,Jalen,Hurts,QB,PHI,807009871076671488,nistico60,Slave Bakery,9,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,3,35,11,,17,5890,Damien,Harris,RB,NE,736862679649652736,loud1990,Keenan and Kelce,2,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,3,36,11,,12,167,Tom,Brady,QB,TB,736862679649652736,loud1990,Keenan and Kelce,2,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,4,37,7,,6,96,Aaron,Rodgers,QB,GB,807825671157059584,LouRusso20,Sharp Bananas,11,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,4,38,12,,10,3294,Dak,Prescott,QB,DAL,790083700929957888,bpush20,PushMAndrews,5,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,4,39,11,,32,3199,Michael,Thomas,WR,NO,736862679649652736,loud1990,Keenan and Kelce,2,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,4,40,9,,22,4098,Kareem,Hunt,RB,CLE,459476133621002240,EddiePuodz,Frank’s Third Reich,4,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,4,41,5,,41,5967,Tony,Pollard,RB,DAL,598940115322064896,BroParty,SCLSU Mud Dogs,3,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,4,42,7,,3,2749,Raheem,Mostert,RB,MIA,807825671157059584,LouRusso20,Sharp Bananas,11,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,4,43,10,,41,7611,Rhamondre,Stevenson,RB,NE,807828858731622400,theheffron,The Tater Thots,12,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,4,44,1,,7,6768,Tua,Tagovailoa,QB,MIA,792870863715274752,jpbreaks,JPBreaks,7,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,4,45,2,,30,5955,Hunter,Renfrow,WR,LV,807822209459556352,SavageSpeeders,SavageSpeeders ,10,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,4,46,3,,26,8205,Isiah,Pacheco,RB,KC,800266574987628544,Sandorasboxx,The Bleznicks,8,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,4,47,3,,21,5185,Allen,Lazard,WR,GB,800266574987628544,Sandorasboxx,The Bleznicks,8,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,4,48,1,,4,5857,Noah,Fant,TE,SEA,792870863715274752,jpbreaks,JPBreaks,7,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,5,49,3,,20,5038,Michael,Gallup,WR,DAL,800266574987628544,Sandorasboxx,The Bleznicks,8,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,5,50,12,,25,5987,Alexander,Mattison,RB,MIN,790083700929957888,bpush20,PushMAndrews,5,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,5,51,1,,36,6130,Devin,Singletary,RB,BUF,792870863715274752,jpbreaks,JPBreaks,7,
2022,866367388856221696,Dine Nasty Football 2K22,auction,complete,12,5,52,10,,9,8161,Malik,Willis,QB,TEN,807828858731622400,theheffron,The Tater Thots,12,
